16:55~60,2,16:56,16:58,
17:0~5,2,17:1,17:1,
17:5~10,4,17:9,17:6,17:6,17:6,
17:10~15,2,17:10,17:10,
17:15~20,2,17:15,17:15,
17:20~25,3,17:20,17:23,17:21,
17:25~30,2,17:29,17:29,
17:30~35,3,17:31,17:31,17:33,
17:35~40,1,17:38,
17:40~45,2,17:42,17:42,
17:45~50,2,17:45,17:47,
17:50~55,2,17:52,17:52,
17:55~60,1,17:57,
18:0~5,1,18:1,
18:5~10,3,18:7,18:9,18:8,
18:10~15,2,18:10,18:14,
18:15~20,2,18:19,18:16,
18:20~25,3,18:23,18:24,18:20,
18:25~30,1,18:28,
18:30~35,1,18:30,
18:35~40,3,18:38,18:39,18:39,
18:40~45,0,
18:45~50,1,18:47,
18:50~55,3,18:51,18:53,18:54,
18:55~60,3,18:56,18:56,18:57,
19:0~5,3,19:1,19:0,19:2,
19:5~10,1,19:6,
19:10~15,1,19:11,
19:15~20,3,19:16,19:18,19:17,
19:20~25,1,19:22,
19:25~30,3,19:26,19:27,19:29,
19:30~35,2,19:34,19:34,
19:35~40,3,19:39,19:37,19:36,
19:40~45,2,19:41,19:43,
19:45~50,2,19:47,19:48,
19:50~55,2,19:50,19:52,
19:55~60,3,19:57,19:59,19:58,
20:0~5,5,20:3,20:4,20:4,20:4,20:1,
20:5~10,4,20:8,20:8,20:8,20:8,
20:10~15,2,20:14,20:14,
20:15~20,7,20:17,20:17,20:17,20:17,20:17,20:17,20:17,
20:20~25,2,20:22,20:24,
20:25~30,5,20:29,20:26,20:26,20:26,20:26,
20:30~35,2,20:31,20:31,
20:35~40,7,20:35,20:35,20:35,20:35,20:35,20:37,20:37,
20:40~45,2,20:42,20:42,
20:45~50,3,20:47,20:47,20:49,
20:50~55,6,20:54,20:54,20:54,20:51,20:51,20:51,
20:55~60,3,20:56,20:56,20:56,
21:0~5,10,21:0,21:3,21:3,21:0,21:0,21:0,21:0,21:1,21:1,21:1,
21:5~10,3,21:7,21:7,21:7,
21:10~15,1,21:12,
21:15~20,3,21:17,21:17,21:18,
21:20~25,2,21:21,21:21,
21:25~30,0,
21:30~35,3,21:31,21:30,21:32,
21:35~40,4,21:35,21:35,21:37,21:38,
21:40~45,1,21:43,
21:45~50,2,21:49,21:49,
21:50~55,2,21:51,21:50,
21:55~60,1,21:55,
22:0~5,4,22:0,22:3,22:2,22:4,
22:5~10,1,22:8,
22:10~15,2,22:14,22:10,
22:15~20,3,22:16,22:18,22:19,
22:20~25,2,22:23,22:24,
22:25~30,1,22:28,
22:30~35,3,22:31,22:30,22:33,
22:35~40,3,22:37,22:39,22:38,
22:40~45,2,22:40,22:41,
22:45~50,1,22:47,
22:50~55,2,22:54,22:54,
22:55~60,1,22:55,
23:0~5,2,23:4,23:0,
23:5~10,4,23:7,23:8,23:8,23:8,
23:10~15,1,23:12,
23:15~20,3,23:16,23:16,23:17,
23:20~25,5,23:24,23:24,23:21,23:21,23:21,
23:25~30,1,23:28,
23:30~35,7,23:30,23:33,23:33,23:33,23:33,23:33,23:33,
23:35~40,7,23:36,23:36,23:38,23:38,23:38,23:38,23:36,
23:40~45,7,23:42,23:42,23:42,23:42,23:43,23:43,23:43,
23:45~50,4,23:47,23:45,23:45,23:45,
23:50~55,4,23:50,23:54,23:50,23:52,
23:55~60,1,23:58,
totally 418 flights
